"Species","Individual","dentary","dentary.1","dentary.2","dentary.3","dentary.4","dentary.5","scapula","scapula.1","scapula.2","scapula.3","scapula.4","scapula.5","scapula.6","humerus","humerus.1","humerus.2","humerus.3","humerus.4","femur","femur.1","femur.2","femur.3","Tibia","Calcaneus","Calcaneus.1","Calcaneus.2","Calcaneus.3","Calcaneus.4"
"Aepyprymnus_rufescens","Aepyprymnus_rufescens_FMNH124573",5.122606756,5.864368253,11.4938913,3.833258226,8.470054614,12.05979421,21.51770285,47.43130223,9.469809469,7.704542968,9.410332728,129.6037007,52.86876337,7.054770737,8.748903614,6.11842404,6.2,133.0710561,17.94359105,3.032231305,28.31962061,118.8327405,166.86,25.6381773,13.11055627,14.86281121,7.587187558,13.61294932
"Aepyprymnus_rufescens","Aepyprymnus_rufescens_JM15466",4.31890706,7.489514708,7.243719918,4.119454976,13.78459244,8.82503036,18.26848481,36.01444886,6.501255871,7.97950717,4.609470646,139.6657527,55.49315457,7.448367289,10.02424591,7.36665832,6.66992194,133.1522016,13.97435324,3.948556785,27.82987271,108.4064897,139.04,NA,31.00688331,29.92647075,5.780029158,NA
"Aepyprymnus_rufescens","Aepyprymnus_rufescens_JM20152",4.03282329,6.735129396,32.29508618,4.434269372,11.27149848,9.833963501,17.016052,38.99864518,6.965628431,8.174653219,5.474931257,136.0339899,66.94473281,8.113017584,10.90630298,6.630917804,6.115581777,126.8029073,17.39331126,3.065016992,28.31962061,111.6966881,64.59,NA,7.362438917,10.03450528,5.93366381,NA
"Aepyprymnus_rufescens","Aepyprymnus_rufescens_JM20274",3.542598475,5.150399437,29.31265771,3.981611577,9.109098906,8.043660361,16.50567583,34.65624031,6.352209601,7.667970411,4.857329249,139.5136394,47.18348991,7.345252525,9.084837755,6.783416654,5.669828133,123.4242032,16.48589803,2.766612277,28.03383602,102.5092061,62.74,NA,10.82775054,17.52812469,5.835271588,NA
"Aepyprymnus_rufescens","Aepyprymnus_rufescens_JM9339",4.51266897,6.557197207,12.82235328,4.870102337,10.59748678,9.691172418,15.74865525,32.909137,5.810538337,7.2457153,4.795541127,129.6037007,66.26749172,6.766592454,9.084837755,6.416555278,6.393284882,136.0399212,12.16416009,3.29098264,23.2018887,108.4064897,150.54,NA,6.877352998,9.762271913,5.835271588,NA
"Aepyprymnus_rufescens","Aepyprymnus_rufescens_M2939",4.51266897,6.791489308,14.13078514,4.356899388,12.96848016,9.691172418,16.04660949,44.51506015,6.754707692,6.457880536,4.561367372,139.6657527,50.79777992,7.925495279,10.32013533,8.615431586,8.116359365,134.4573632,12.16416009,2.844990168,23.77337176,108.4064897,132.646961,NA,7.362438917,9.66630652,5.93366381,NA
"Aepyprymnus_rufescens","Aepyprymnus_rufescens_M32283",3.878163179,6.291354695,32.04365157,3.895816318,9.902174134,9.773551523,16.05030083,34.6172266,6.754707692,7.704542968,5.390018918,136.6580716,61.9141421,7.345252525,9.683276826,6.11842404,5.669828133,131.878567,12.80148742,2.925633089,25.34140101,102.5092061,71.54595719,NA,7.362438917,9.762271913,5.780029158,NA
"Aepyprymnus_rufescens","Aepyprymnus_rufescens_MSU-MR4680",3.911704899,4.258437628,23.01169769,3.054021314,7.597858856,9.285735562,27.57869782,36.01444886,8.651688214,7.704542968,7.301935521,129.8851194,38.95561236,7.345252525,9.683276826,6.25751364,5.374569303,134.533818,15.19594107,3.168783432,28.6532939,103.053071,108.78,24.03038122,11.55452253,13.09128808,7.115127606,12.84718807
"Bettongia_penicillata","Bettongia_penicillata_FMNH-129431",3.116387491,5.118350005,2.402323025,2.822828884,9.289239718,7.413755631,9.422770698,27.53026646,5.758202051,7.184242392,4.233781628,131.5566314,102.3874976,6.269822597,7.774336531,5.901076478,4.816762675,135.6062168,13.60688722,2.130212177,25.34140101,83.20638226,103.2981182,NA,5.257472891,5.245814495,3.506876373,NA
"Bettongia_penicillata","Bettongia_penicillata_M27628",3.618317884,6.179555362,11.26077993,3.778980371,8.521970709,8.465801203,12.52149087,28.32710763,5.91046795,7.406415462,4.072079128,129.9788681,108.2628898,6.269822597,8.748903614,5.472284765,5.052616347,131.9055972,11.96138699,1.982907247,22.15948288,79.58308777,101.6829248,19.80585108,9.487531468,9.762271913,4.525278475,10.6257562
