"Species","V2","V3","V4","V5","V6"
"Aepyprymnus_rufescens",128.5468980125,133.0165740625,134.4561562125,131.856870275,128.9533976125
"Bettongia_penicillata",123.457410625,123.259087725,120.884862,135.216751225,135.140694575
"Bettongia_tropica",128.66820315,128.66820315,128.66820315,128.66820315,128.66820315
"Dasyurus_maculatus",114.429925075,115.1572665375,114.3594846125,121.3548781,132.6982843875
"Dasyurus_viverrinus",124.984376533333,123.773788933333,124.9336721,123.740276766667,113.565192466667
"Dendrolagus_bennettianus",129.22532855,118.99337745,117.831061,117.945437,112.35166325
"Dendrolagus_goodfellowi",123.7590998,123.7590998,123.7590998,123.7590998,123.7590998
"Dendrolagus_lumholtzi",115.9487486,126.221417,127.868383775,113.705162675,127.7788567
"Dendrolagus_matschiei",109.1087115,136.0339899,136.34603075,117.1183072,113.31090885
"Dorcopsulus_vanheurni",119.36187585,116.922359,130.97425955,132.79014095,127.75911495
"Hypsiprymnodon_moschatus",121.185261525,129.434258425,133.142925025,119.572172675,133.1048967
"Lagorchestes_conspicillatus",128.5301106,122.02613425,132.05729605,133.5611366,133.48507995
"Lagorchestes_hirsutus",130.0975291,116.5652475,116.5652475,113.06603524,116.8992022
"Lagostrophus_fasciatus",134.3796159,137.54449225,123.54285995,128.13691915,122.2818658
"Macropus_fuliginosus",118.35947712,116.60516134,134.69624336,113.9389977,116.55941094
"Macropus_giganteus",117.66793552,134.74121281,134.98296883,135.29305923,135.07779175
"Notamacropus_agilis",131.014451966667,132.624419522222,115.055940088889,132.601144566667,130.161290566667
"Notamacropus_irma",133.4034967,131.09324615,133.4034967,122.2058306,133.47955335
"Onychogalea_fraenata",131.478022375,129.8181614,114.97974335,119.12702845,122.248376825
"Onychogalea_unguifera",125.56432815,119.0603518,130.5192975,130.5192975,117.16708905
"Osphranter_antilopinus",134.43045362,133.1128802,136.41244136,112.91999172,130.50767714
"Osphranter_robustus",114.91277147,115.28462726,136.63978274,136.84282405,136.04623645
"Osphranter_rufus",136.6580716,132.76857705,138.16191215,134.3796159,137.8498713
"Petrogale_brachyotis",130.02830645,119.79635535,130.28341725,130.2073606,113.15464115
"Petrogale_penicillata",126.890937,119.8995624,117.938760266667,117.938760266667,119.124684766667
"Petrogale_persephone",117.610188266667,126.9446098,128.138005133333,119.236532833333,128.0186357
"Potorous_tridactylus",135.00768382,132.29934352,122.35970816,121.57242262,136.94847256
"Pseudocheirus_peregrinus",115.291870366667,127.803155733333,116.554045533333,132.139139966667,121.680481966667
"Setonix_brachyurus",119.0505359,121.240428666667,121.164178,133.0963406,133.266414466667
"Spilocuscus_maculatus",127.7335717,126.9010852,116.4844615,120.213644,126.693057966667
"Thylacinus_cynocephalus",114.2116332125,117.557250675,126.21151715,129.3581401625,118.957320875
"Thylogale_stigmatica",106.66919465,121.9318211,107.9301888,123.54285995,113.31090885
"Thylogale_thetis",115.608215933333,115.608215933333,115.608215933333,115.608215933333,115.608215933333
"Trichosurus_vulpecula",122.19479695,129.6778435,131.909441533333,128.606128633333,131.269815233333
"Wallabia_bicolor",135.224322033333,133.400280683333,135.164637316667,134.4575505,123.987734716667
